bank_id,bank_name,bank_logo,bank_licence,product_name,product_url,rate_min,rate_max,amount_from,amount_to,period_from,period_to,currency,efficient_rate,is_special_offer,is_online_opening_possible,is_partial_withdrawal_possible,is_replenishment_possible,action_title,action_percent,action_link,capitalization,early_termination_method,rates_min,rates_max
190178,Свой Банк,https://cdn.banki.ru/cdn/bank/190178_modern_logo_url.svg,3223,Свой вклад с Банки.ру,https://www.banki.ru/products/deposits/deposit/25294/,14.71,14.71,30000,30000000.0,91,91.0,RUB,14.89,True,True,False,False,Бонус от суммы вклада за оформление онлайн на Банки.ру,1.5,https://www.banki.ru/specials/deposits/bonus_k_stavke_2026/,есть,по ставке до востребования,14.89,14.89
190178,Свой Банк,https://cdn.banki.ru/cdn/bank/190178_modern_logo_url.svg,3223,Свой вклад с Банки.ру,https://www.banki.ru/products/deposits/deposit/25818/,14.53,14.53,30000,30000000.0,121,121.0,RUB,14.79,False,True,False,False,,,,есть,по ставке до востребования,14.79,14.79
190178,Свой Банк,https://cdn.banki.ru/cdn/bank/190178_modern_logo_url.svg,3223,Свой вклад с Банки.ру,https://www.banki.ru/products/deposits/deposit/24800/,14.27,14.27,30000,30000000.0,181,181.0,RUB,14.7,False,True,False,False,,,,есть,по ставке до востребования,14.7,14.7
190178,Свой Банк,https://cdn.banki.ru/cdn/bank/190178_modern_logo_url.svg,3223,Свой вклад с Банки.ру,https://www.banki.ru/products/deposits/deposit/24801/,9.56,9.56,30000,30000000.0,367,367.0,RUB,9.99,False,True,False,False,,,,есть,по ставке до востребования,9.99,9.99
9011,Металлинвестбанк,https://cdn.banki.ru/cdn/bank/9011_modern_logo_url.svg,2440,Максимальный доход_91,https://www.banki.ru/products/deposits/deposit/25847/,14.4,14.4,100000,,91,91.0,RUB,14.4,True,True,False,False,Бонус от суммы вклада за оформление онлайн на Банки.ру,1.5,https://www.banki.ru/specials/deposits/bonus_k_stavke_2026/,нет,по ставке до востребования,14.4,14.4
9011,Металлинвестбанк,https://cdn.banki.ru/cdn/bank/9011_modern_logo_url.svg,2440,Максимальный доход_181,https://www.banki.ru/products/deposits/deposit/25862/,14.2,14.2,100000,,181,181.0,RUB,14.2,False,True,False,False,,,,нет,по ставке до востребования,14.2,14.2
9011,Металлинвестбанк,https://cdn.banki.ru/cdn/bank/9011_modern_logo_url.svg,2440,Максимальный доход_367,https://www.banki.ru/products/deposits/deposit/25863/,13.4,13.4,100000,,367,367.0,RUB,13.4,False,True,False,False,,,,нет,на льготных условиях,13.4,13.4
9011,Металлинвестбанк,https://cdn.banki.ru/cdn/bank/9011_modern_logo_url.svg,2440,Максимальный доход_550,https://www.banki.ru/products/deposits/deposit/25866/,12.2,12.2,100000,,550,550.0,RUB,12.2,False,True,False,False,,,,нет,на льготных условиях,12.2,12.2
9011,Металлинвестбанк,https://cdn.banki.ru/cdn/bank/9011_modern_logo_url.svg,2440,Максимальный доход_740,https://www.banki.ru/products/deposits/deposit/25864/,11.7,11.7,100000,,740,740.0,RUB,11.7,False,True,False,False,,,,нет,на льготных условиях,11.7,11.7
9011,Металлинвестбанк,https://cdn.banki.ru/cdn/bank/9011_modern_logo_url.svg,2440,Максимальный доход_1100,https://www.banki.ru/products/deposits/deposit/25865/,10.7,10.7,100000,,1100,1100.0,RUB,10.7,False,True,False,False,,,,нет,на льготных условиях,10.7,10.7
