bank_id,bank_name,bank_logo,bank_licence,product_name,product_url,rate_min,rate_max,amount_from,amount_to,period_from,period_to,currency,efficient_rate,is_special_offer,is_online_opening_possible,is_partial_withdrawal_possible,is_replenishment_possible,action_title,action_percent,action_link,capitalization,early_termination_method,rates_min,rates_max
191928,БыстроБанк,https://static3.banki.ru/ugc/97/76/bf/84/191928.svg,1745,Выгодный–Банки.ру,https://www.banki.ru/products/deposits/deposit/25510/,15.0,15.0,150000,,181,181.0,RUB,15.0,False,True,False,False,,,,нет,по ставке до востребования,15.0,15.0
191928,БыстроБанк,https://static3.banki.ru/ugc/97/76/bf/84/191928.svg,1745,Отличный старт,https://www.banki.ru/products/deposits/deposit/24653/,16.0,16.0,10000,,181,195.0,RUB,16.0,False,True,False,False,,,,нет,по ставке до востребования,16.0,16.0
191928,БыстроБанк,https://static3.banki.ru/ugc/97/76/bf/84/191928.svg,1745,Накопительный счет (% на минимальный остаток),https://www.banki.ru/products/deposits/deposit/25439/,15.0,15.0,1,,30,,RUB,15.0,False,False,True,True,,,,по выбору клиента,на льготных условиях,15.0,15.0
191928,БыстроБанк,https://static3.banki.ru/ugc/97/76/bf/84/191928.svg,1745,Накопительный счет (% на ежедневный остаток),https://www.banki.ru/products/deposits/deposit/25440/,14.5,14.5,1,,30,,RUB,14.5,False,False,True,True,,,,по выбору клиента,на льготных условиях,14.5,14.5
191928,БыстроБанк,https://static3.banki.ru/ugc/97/76/bf/84/191928.svg,1745,Новый удобный,https://www.banki.ru/products/deposits/deposit/25107/,13.5,13.5,5000,,181,195.0,RUB,13.5,False,True,True,True,,,,нет,по ставке до востребования,13.5,13.5
191928,БыстроБанк,https://static3.banki.ru/ugc/97/76/bf/84/191928.svg,1745,Щедрый плюс,https://www.banki.ru/products/deposits/deposit/25058/,5.96,5.96,10000,,1890,1900.0,RUB,6.93,False,True,False,True,,,,по выбору клиента,на льготных условиях,6.93,6.93
193364,КАМКОМБАНК,https://static3.banki.ru/ugc/9f/7f/b6/9c/193364.svg,438,Онлайн,https://www.banki.ru/products/deposits/deposit/25700/,15.0,15.0,100000,10000000.0,91,91.0,RUB,15.0,True,True,False,False,Бонус от суммы вклада за оформление онлайн на Банки.ру,1.5,https://www.banki.ru/specials/deposits/bonus_k_stavke/,нет,по ставке до востребования,15.0,15.0
193364,КАМКОМБАНК,https://static3.banki.ru/ugc/9f/7f/b6/9c/193364.svg,438,Онлайн,https://www.banki.ru/products/deposits/deposit/24460/,15.25,15.25,100000,10000000.0,186,186.0,RUB,15.25,False,True,False,False,,,,нет,по ставке до востребования,15.25,15.25
193364,КАМКОМБАНК,https://static3.banki.ru/ugc/9f/7f/b6/9c/193364.svg,438,Онлайн,https://www.banki.ru/products/deposits/deposit/25702/,13.0,13.0,100000,10000000.0,367,367.0,RUB,13.0,False,True,False,False,,,,нет,по ставке до востребования,13.0,13.0
193364,КАМКОМБАНК,https://static3.banki.ru/ugc/9f/7f/b6/9c/193364.svg,438,Онлайн,https://www.banki.ru/products/deposits/deposit/25701/,13.5,13.5,100000,10000000.0,280,280.0,RUB,13.5,False,True,False,False,,,,нет,по ставке до востребования,13.5,13.5
