area_name,count,id,is_city,is_regional_center,kladr_code,name,parent_id,region_url
Республика Хакасия,42,691,True,True,1900000100000,Абакан,689,abakan
Республика Татарстан,34,481,True,False,1600800100000,Альметьевск,478,respublika_tatarstan/al~met~evsk
Иркутская область,35,628,True,False,3800000400000,Ангарск,625,irkutskaya_oblast~/angarsk
Архангельская область,45,232,True,True,2900000100000,Архангельск,231,arhangel~sk
Астраханская область,75,290,True,True,3000000100000,Астрахань,288,astrahan~
Москва и область,39,9,True,False,5000003600000,Балашиха,3,moskva_i_oblast~/balasshiha
Алтайский край,118,620,True,True,2200000100000,Барнаул,619,barnaul
Белгородская область,72,92,True,True,3100000100000,Белгород,91,belgorod
Алтайский край,37,621,True,False,2200000400000,Бийск,619,altayskiy_kray/biysk
Амурская область,43,718,True,True,2800000100000,Благовещенск,717,blagovesschensk
Брянская область,51,103,True,True,3200000100000,Брянск,101,bryansk
Новгородская область,43,2398,True,True,5300000100000,Великий Новгород,261,velikiy_novgorod
Приморский край,130,735,True,True,2500000100000,Владивосток,734,vladivostok
Республика Северная Осетия-Алания,37,806,True,True,1500000100000,Владикавказ,804,vladikavkaz
Владимирская область,54,106,True,True,3300000100000,Владимир,105,vladimir
Волгоградская область,123,292,True,True,3400000100000,Волгоград,291,volgograd
Волгоградская область,35,293,True,False,3400000200000,Волжский,291,volgogradskaya_oblast~/volzhskiy
Вологодская область,47,240,True,True,3500000100000,Вологда,239,vologda
Воронежская область,152,133,True,True,3600000100000,Воронеж,118,voronezh
Чеченская Республика,63,810,True,True,2000000100000,Грозный,808,groznyiy
Донецкая Народная Республика,94,14492,True,True,9300100000000,Донецк,14489,donetssk
Свердловская область,269,532,True,True,6600000100000,Екатеринбург,531,ekaterinburg
Ивановская область,60,136,True,True,3700000100000,Иваново,134,ivanovo
Удмуртская Республика,108,508,True,True,1800000100000,Ижевск,507,izhevsk
Иркутская область,121,626,True,True,3800000300000,Иркутск,625,irkutsk
Республика Марий Эл,51,394,True,True,1200000100000,Йошкар-Ола,391,yosshkar-ola
Республика Татарстан,241,479,True,True,1600000100000,Казань,478,kazan~
Калининградская область,111,247,True,True,3900000100000,Калининград,245,kaliningrad
Калужская область,56,140,True,True,4000000100000,Калуга,139,kaluga
Кемеровская область,81,640,True,True,4200000900000,Кемерово,639,kemerovo
Кировская область,103,388,True,True,4300000100000,Киров,385,kirov
Москва и область,36,22,True,False,5000000900000,Королев,3,moskva_i_oblast~/korolev
Костромская область,46,148,True,True,4400000300000,Кострома,146,kostroma
Москва и область,36,13,True,False,5000004900000,Красногорск,3,moskva_i_oblast~/krasnogorsk
Краснодарский край,215,319,True,True,2300000100000,Краснодар,318,krasnodar
Красноярский край,180,657,True,True,2400000100000,Красноярск,656,krasnoyarsk
Курганская область,57,527,True,True,4500000100000,Курган,525,kurgan
Курская область,59,152,True,True,4600000100000,Курск,151,kursk
Липецкая область,76,158,True,True,4800000100000,Липецк,156,lipetssk
Луганская Народная Республика,49,14493,True,True,9400600000000,Луганск,14488,lugansk
Москва и область,40,54,True,False,5005400000000,Люберцы,3,moskva_i_oblast~/lyubertssyi
Челябинская область,78,581,True,False,7400000900000,Магнитогорск,579,chelyabinskaya_oblast~/magnitogorsk
Республика Дагестан,50,791,True,True,0500000100000,Махачкала,788,mahachkala
Москва и область,1925,4,True,True,7700000000000,Москва,3,moskva
Мурманская область,37,252,True,True,5100000100000,Мурманск,251,murmansk
Москва и область,45,67,True,False,5000004400000,Мытищи,3,moskva_i_oblast~/myitisschi
Республика Татарстан,78,480,True,False,1600000200000,Набережные Челны,478,respublika_tatarstan/naberezhnyie_chelnyi
Кабардино-Балкарская Республика,35,799,True,True,0700000100000,Нальчик,797,nal~chik
Приморский край,33,736,True,False,2500000400000,Находка,734,primorskiy_kray/nahodka
Республика Татарстан,33,483,True,False,1603100100000,Нижнекамск,478,respublika_tatarstan/nizhnekamsk
Нижегородская область,216,396,True,True,5200100000000,Нижний Новгород,395,nizhniy_novgorod
Свердловская область,47,534,True,False,6600002300000,Нижний Тагил,531,sverdlovskaya_oblast~/nizhniy_tagil
Кемеровская область,82,641,True,False,4200001200000,Новокузнецк,639,kemerovskaya_oblast~/novokuznetssk
Краснодарский край,47,321,True,False,2300000600000,Новороссийск,318,krasnodarskiy_kray/novorossiysk
Новосибирская область,287,677,True,True,5400000100000,Новосибирск,672,novosibirsk
Москва и область,61,68,True,False,5004200000000,Одинцово,3,moskva_i_oblast~/odintssovo
Омская область,196,680,True,True,5500000100000,Омск,678,omsk
Орловская область,65,163,True,True,5700000100000,Орел,161,orel
Оренбургская область,110,419,True,True,5600000100000,Оренбург,418,orenburg
Пензенская область,100,431,True,True,5800000100000,Пенза,427,penza
Пермский край,159,433,True,True,5900000100000,Пермь,432,perm~
Республика Карелия,42,270,True,True,1000000100000,Петрозаводск,269,petrozavodsk
Камчатский край,36,729,True,True,4100000100000,Петропавловск-Камчатский,726,petropavlovsk-kamchatskiy
Москва и область,45,16,True,False,5000002400000,Подольск,3,moskva_i_oblast~/podol~sk
Москва и область,33,66,True,False,5005000000000,Пушкино,3,moskva_i_oblast~/pusshkino
Ставропольский край,35,818,True,False,2600000700000,Пятигорск,812,stavropol~skiy_kray/pyatigorsk
Ростовская область,172,345,True,True,6100000100000,Ростов-на-Дону,344,rostov-na-donu
Рязанская область,107,169,True,True,6200000100000,Рязань,164,ryazan~
Самарская область,205,489,True,True,6300000100000,Самара,488,samara
Санкт-Петербург и область,788,211,True,True,7800000000000,Санкт-Петербург,210,sankt-peterburg
Республика Мордовия,51,476,True,True,1300000100000,Саранск,473,saransk
Саратовская область,138,498,True,True,6400000100000,Саратов,497,saratov
Севастополь,60,9378,True,True,9200000000000,Севастополь,13117,sevastopol~
Москва и область,36,18,True,False,5004100000000,Сергиев Посад,3,moskva_i_oblast~/sergiev_posad
Республика Крым,66,9362,True,True,9100000700000,Симферополь,9361,simferopol~
Смоленская область,40,176,True,True,6700000300000,Смоленск,170,smolensk
Краснодарский край,89,320,True,False,2300000700000,Сочи,318,krasnodarskiy_kray/sochi
Ставропольский край,74,813,True,True,2600000100000,Ставрополь,812,stavropol~
Белгородская область,34,93,True,False,3100000200000,Старый Оскол,91,belgorodskaya_oblast~/staryiy_oskol
Ханты-Мансийский автономный округ,55,566,True,False,8600001000000,Сургут,564,hantyi-mansiyskiy_avtonomnyiy_okrug/surgut
Республика Коми,47,278,True,True,1100000100000,Сыктывкар,277,syiktyivkar
Ростовская область,42,347,True,False,6100001100000,Таганрог,344,rostovskaya_oblast~/taganrog
Тамбовская область,42,184,True,True,6800000400000,Тамбов,179,tambov
Тверская область,61,191,True,True,6900000100000,Тверь,185,tver~
Самарская область,110,490,True,False,6300000700000,Тольятти,488,samarskaya_oblast~/tol~yatti
Томская область,85,695,True,True,7000000100000,Томск,694,tomsk
Тульская область,73,194,True,True,7100000100000,Тула,193,tula
Тюменская область,131,561,True,True,7200000100000,Тюмень,560,tyumen~
Республика Бурятия,77,688,True,True,0300000100000,Улан-Удэ,681,ulan-udje
Ульяновская область,86,514,True,True,7300000100000,Ульяновск,513,ul~yanovsk
Республика Башкортостан,185,459,True,True,0200000100000,Уфа,458,ufa
Хабаровский край,111,780,True,True,2700000100000,Хабаровск,779,habarovsk
Москва и область,43,77,True,False,5000003000000,Химки,3,moskva_i_oblast~/himki
Чувашская Республика,72,517,True,True,2100000100000,Чебоксары,516,cheboksaryi
Челябинская область,247,580,True,True,7400000100000,Челябинск,579,chelyabinsk
Вологодская область,39,241,True,False,3500000200000,Череповец,239,vologodskaya_oblast~/cherepovetss
Забайкальский край,61,707,True,True,7500000100000,Чита,699,chita
Сахалинская область,40,778,True,True,6500000100000,Южно-Сахалинск,770,yuzhno-sahalinsk
Республика Саха (Якутия),51,769,True,True,1400000100000,Якутск,763,yakutsk
Ярославская область,90,200,True,True,7600000100000,Ярославль,199,yaroslavl~
